module,type,name,res_id,src,value
base,model,"ir.module.module,description",base.module_hr_recruitment,"
Manages job positions and the recruitment process.
==================================================

It's integrated with the survey module to allow you to define interview for different jobs.

This module is integrated with the mail gateway to automatically tracks email
sent to jobs@YOURCOMPANY.com. It's also integrated with the document management
system to store and search in your CV base.
    ","
Gerencia cargos e o processo de recrutamento.
==================================================

Integrado com o módulo de pesquisa de candidatos permitindo gerenciar entrevistas.

Este módulo esta integrado com o gateway de email para rastrear automaticamente
emails enviados por candidatos para empregos@SUAEMPRESA.com. É integrado também com o
sistema de gestão de documentos para armazenar e pesquisar na sua base de currículos.
    "
base,model,"ir.module.module,description",base.module_marketing,"
Menu for Marketing.
===================

Contains the installer for marketing-related modules.
    ","
Menu para Marketing.
===================

Contém o instalador para módulos relacionados ao marketing.
    "
base,model,"ir.module.module,description",base.module_analytic,"
Module for defining analytic accounting object.
===============================================

In OpenERP, analytic accounts are linked to general accounts but are treated
totally independently. So you can enter various different analytic operations
that have no counterpart in the general financial accounts.
    ","
Módulo para a definição do objeto da contabilidade analítica.
=============================================================

No OpenERP, as contas analíticas estão ligados à contas gerais, mas são tratadas
de forma totalmente independente. Então você pode entrar várias operações analíticas
diferentes que não têm contrapartida nas contas financeiras gerais.
    "
base,model,"ir.module.module,description",base.module_hr,"
Module for human resource management.
=====================================

You can manage:
    * Employees and hierarchies : You can define your employee with User and display hierarchies
    * HR Departments
    * HR Jobs
    ","
Módulo de gestão de recursos humanos.
=====================================

Você pode gerenciar:
    * empregados e hierarquias: você pode definir seu empregado com usuário e exibir hierarquias
    * departamentos de RH
    * RH Empregos
    "
base,model,"ir.module.module,description",base.module_resource,"
Module for resource management.
===============================

A resource represent something that can be scheduled
(a developer on a task or a work center on manufacturing orders).
This module manages a resource calendar associated to every resource.
It also manages the leaves of every resource.

    ","
Módulo para gerenciamento de recursos.
======================================

Um recurso representa algo que pode ser programado
(um desenvolvedor em uma tarefa ou uma fábrica em ordens de fabricação).
Este módulo gerencia um calendário de recursos associados a cada recurso.
Também gerencia as planilhas de cada recurso.

    "
base,model,"ir.module.module,description",base.module_account_bank_statement_extensions,"
Module that extends the standard account_bank_statement_line object for improved e-banking support.

Adds
- valuta date
- batch payments
- traceability of changes to bank statement lines
- bank statement line views
- bank statements balances report
- performance improvements for digital import of bank statement (via 'ebanking_import' context flag)
- name_search on res.partner.bank enhanced to allow search on bank and iban account numbers
    ","
. Módulo que estende o objeto account_bank_statement_line padrão para suporte melhorado e-banking
Adiciona
- data valuta
- pagamentos em lote
- rastreabilidade de mudanças para linhas extratos bancários
- Vistas linha extratos bancários
- extratos bancários equilibra relatório
- melhorias de desempenho para a importação digital do extrato bancário (via bandeira contexto ""ebanking_import ')
- name_search em res.partner.bank aprimorada para permitir busca em números de conta bancária e iban
    "
base,model,"ir.module.module,description",base.module_account_followup,"
Module to automate letters for unpaid invoices, with multi-level recalls.
==========================================================================

You can define your multiple levels of recall through the menu:
    Accounting/Configuration/Miscellaneous/Follow-Ups

Once it is defined, you can automatically print recalls every day through simply clicking on the menu:
    Accounting/Periodical Processing/Billing/Send followups

It will generate a PDF with all the letters according to the the
different levels of recall defined. You can define different policies
for different companies. You can also send mail to the customer.

Note that if you want to check the followup level for a given partner/account entry, you can do from in the menu:
    Accounting/Reporting/Generic Reporting/Partners/Follow-ups Sent

","
Modulo para automatizar emissão de cartas para faturas não conciliadas, com rechamadas de nível múltipo.
=======================================================================================

Você pode definir seus níveis múltiplos de carta de cobrança através do menu:
Contabilidade / Configuração / Diversos / Acompanhamento

Quando isto é definido, você pode imprimir automaticamente e diariamente a(s) carta(s)-lembrete através de um simples clique no menu:
Contabilidade / Processamentos periódicos / Faturamento / Enviar acompanhamento

Isso irá gerar um PDF com todas as cartas de acordo com os diferentes níveis de lembrete definido.
Você pode definir diferentes políticas para diferentes empresas. Você também pode enviar correspondência
para os clientes.

Lembre-se de que se você quiser verificar o nível de acompanhamento para um dado parceiro / entrada de conta, você pode fazê-lo do menu :
Contabilidade / Relatórios / Relatórios genéricos / Parceiros / Envio de acompanhamento

"
base,model,"ir.module.module,description",base.module_account_payment,"
Module to manage invoice payment.
=================================

This module provides :
----------------------
* a more efficient way to manage invoice payment.
* a basic mechanism to easily plug various automated payment.
    ","
Módulo para gerenciar o pagamento da fatura.
===========================================

Este módulo oferece :
----------------------
* uma maneira mais eficiente para controlar o pagamento de fatura.
* um mecanismo básico para facilmente conectar diversos pagamentos automáticos.
    "
base,model,"ir.module.module,description",base.module_warning,"
Module to trigger warnings in OpenERP objects.
==============================================

Warning messages can be displayed for objects like sale order, purchase order,
picking and invoice. The message is triggered by the form's onchange event.
    ","
Módulo para disparar avisos em objetos OpenERP.
==============================================

Mensagens de aviso pode ser exibida para objetos como pedido de venda, ordem de compra,
separação e fatura. A mensagem é desencadeada por evento do formulário onchange.
    "
base,model,"ir.module.module,description",base.module_stock,"
OpenERP Inventory Management module can manage multi-warehouses, multi and structured stock locations.
======================================================================================================

Thanks to the double entry management, the inventory controlling is powerful and flexible:
    * Moves history and planning,
    * Different inventory methods (FIFO, LIFO, ...)
    * Stock valuation (standard or average price, ...)
    * Robustness faced with Inventory differences
    * Automatic reordering rules (stock level, JIT, ...)
    * Bar code supported
    * Rapid detection of mistakes through double entry system
    * Traceability (upstream/downstream, production lots, serial number, ...)
    * Dashboard for warehouse that includes:
        * Procurement in exception
        * List of Incoming Products
        * List of Outgoing Products
        * Graph : Products to receive in delay (date < = today)
        * Graph : Products to send in delay (date < = today)
    ","
O módulo de Gestão de Estoque do OpenERP pode gerenciar múltiplos armazéns, múltiplos e estruturados locais de estoque.
=======================================================================================================================

Graças à gestão de entrada dupla, o controle de estoque é poderoso e flexível:
    * Histórico de movimento e planejamento,
    * Diferentes métodos de estoque (FIFO, LIFO, ...)
    * Avaliação de estoque (padrão ou preço médio, ...)
    * Solidez diante as diferenças de estoque
    * Reordenamento automático de regras (nível de estoque, JIT, ...)
    * Suporte a código de barras
    * Detecção rápida de erros através do sistema de dupla entrada
    * Rastreabilidade (entrada/saída, lotes de produção, número de série, ...)
    * Planilha de armazém, que inclui:
        * Compras em exceção
        * Lista de Entrada de Produtos
        * Lista de Saída de Produtos
        * Gráfico: Produtos a receber em atraso (data < = hoje)
        * Gráfico: Produtos a enviar em atraso (data < = hoje)
    "
base,model,"ir.module.module,description",base.module_event,"
Organization and management of Events.
======================================

This module allows you
    * to manage your events and their registrations
    * to use emails to automatically confirm and send acknowledgements for any registration to an event
    * ...

Note that:
    - You can define new types of events in
        Association / Configuration / Types of Events
","
Organização e gestão de eventos.
======================================

Este módulo permite-lhe:
     * gerenciar seus eventos e suas inscrições
    * usar e-mails para automaticamente confirmar e enviar confirmações de qualquer inscrição a um evento
    *...

    Note que:
    -você pode definir novos tipos de eventos
         na associação / configuração / tipos de eventos
"
base,model,"ir.module.module,description",base.module_event_project,"
Organization and management of events.
======================================

This module allows you to create retro planning for managing your events.
","
Organização e gestão de eventos.
======================================

Este módulo permite que você crie um planejamento para o gerenciamento de seus eventos.
"
base,model,"ir.module.module,description",base.module_l10n_pe,"
Peruvian accounting chart and tax localization. Acording the PCGE 2010

Plan contable peruano e impuestos de acuerdo a disposiciones vigentes de la SUNAT 2011 (PCGE 2010)

    ","
Peruvian accounting chart and tax localization. Acording the PCGE 2010

Plan contable peruano e impuestos de acuerdo a disposiciones vigentes de la SUNAT 2011 (PCGE 2010)

    "
base,model,"ir.module.module,description",base.module_l10n_it,"
Piano dei conti italiano di un'impresa generica.
================================================

Italian accounting chart and localization.
    ","
Piano dei Conti di italiano un'impresa generica.
================================================

Plano de Contas Italiano e localização.
    "
base,model,"ir.module.module,description",base.module_project,"
Project management module tracks multi-level projects, tasks, work done on tasks, eso.
======================================================================================

It is able to render planning, order tasks, eso.

Dashboard for project members that includes:
--------------------------------------------
    * List of my open tasks
    * List of my delegated tasks
    * Graph of My Projects: Planned vs Total Hours
    * Graph of My Remaining Hours by Project
    ","
Módulo de gerenciamento de projetos acompanha projetos multinível, tarefas, trabalhos
realizados em tarefas, etc.
======================================================================================

Viabiliza o planejamento, ordenamento de tarefas etc.

Painel para membros de projetos incluindo:
--------------------------------------------
    * Lista das minhas tarefas
    * Lista das minhas tarefas delegadas
    * Grafico dos Meus projetos: Planejadas vs Horas Totais
    * Grafico das minhas horas restantes por projeto
    "
base,model,"ir.module.module,description",base.module_edi,"
Provides a common EDI platform that other Applications can use
==============================================================

OpenERP specifies a generic EDI format for exchanging business
documents between different systems, and provides generic
mechanisms to import and export them.

More details about OpenERP's EDI format may be found in the
technical OpenERP documentation at http://doc.openerp.com
    ","
Fornece uma plataforma EDI comum que outras aplicações podem usar
=================================================================

O OpenERP especifica um formato EDI genérico para a troca de documentos
de negócios entre diferentes sistemas e fornece mecanismos genéricos
para importá-los e exportá-los.

Mais detalhes sobre formato EDI do OpenERP podem ser encontrados na
documentação técnica do OpenERP em http://doc.openerp.com
    "
base,model,"ir.module.module,description",base.module_purchase,"
Purchase module is for generating a purchase order for purchase of goods from a supplier.
=========================================================================================

A supplier invoice is created for the particular purchase order.

Dashboard for purchase management that includes:
    * Current Purchase Orders
    * Draft Purchase Orders
    * Graph for quantity and amount per month

    ","
O módulo de compras gera um pedido de compra para aquisição de mercadorias de um fornecedor.
============================================================================================

Uma fatura do fornecedor é criada para o pedido de compra específico.

Painel para gestão de compras, que inclui:
    * Pedidos de Compras Correntes
    * Pedidos de Compras Preliminares
    * Gráfico de quantidade e valor por mês

    "
base,model,"ir.module.module,description",base.module_wiki_quality_manual,"
Quality Manual Template.
========================

It provides demo data, thereby creating a Wiki Group and a Wiki Page
for Wiki Quality Manual.
    ","
Manual de Modelo de Qualidade.
==============================

Proporciona dados de demonstração, criando um grupo e uma página
para o Manual da Qualidade.
    "
base,model,"ir.module.module,description",base.module_account_chart,"
Remove minimal account chart.
=============================

Deactivates minimal chart of accounts.
","
Remover o plano de contas mínimo.
=================================

Desativa o plano de contas mínimo.
"
base,model,"ir.module.module,description",base.module_base_crypt,"
Replaces cleartext passwords in the database with a secure hash
===============================================================
For your existing user base, the removal of the cleartext
passwords occurs immediately when you instal base_crypt.

All passwords will be replaced by a secure, salted, cryptographic
hash, preventing anyone from reading the original password in
the database.

After installing this module it won't be possible to recover a
forgotten password for your users, the only solution is for an
admin to set a new password.

Security Warning
++++++++++++++++
Installing this module does not mean you can ignore other security measures,
as the password is still transmitted unencrypted on the network, unless you
are using a secure protocol such as XML-RPCS or HTTPS.
It also does not protect the rest of the content of the database, which may
contain critical data. Appropriate security measures need to be implemented
by the system administrator in all areas, such as: protection of database
backups, system files, remote shell access, physical server access, etc.

Interation with LDAP authentication
+++++++++++++++++++++++++++++++++++
This module is currently not compatible with the ``user_ldap`` module and
will disable LDAP authentication completely if installed at the same time.

                    ","
Substitui senhas em texto plano no banco de dados com um hash seguro
======================================== =======================
Para a sua base de usuários existente, a remoção de o texto não criptografado
senhas ocorre imediatamente quando você instala base_crypt.
Todas as senhas serão substituídos por um seguro , salgados, criptográfica
de hash, impedindo qualquer pessoa de ler a senha original no
banco de dados.
Após a instalação deste módulo não será possível recuperar a
senha esquecida para os seus usuários, a única solução é para um
administrador para definir uma nova senha.
Segurança Aviso
+ + + + + + + + + + + + + + + +
A instalação deste módulo não significa que você pode ignorar outras medidas de segurança,
como a senha ainda é transmitida sem criptografia na rede, a menos que você
estiver usando um protocolo seguro, como XML RPCS ou HTTPS.
Também não protege o resto do conteúdo da base de dados, a qual pode
conter os dados críticos. Medidas de segurança apropriadas devem ser implementadas
pelo administrador do sistema em todas as áreas, tais como: proteção de dados
backups, arquivos de sistema, acesso shell remoto, acesso de servidores físicos, etc
interação com autenticação LDAP
+ + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + +
Este módulo não é compatível com o user_ldap `` `` módulo e
irá desactivar a autenticação LDAP se completamente instalado na mesma tempo.

                    "
base,model,"ir.module.module,description",base.module_fetchmail,"
Retrieve incoming email on POP / IMAP servers
=============================================

Enter the parameters of your POP/IMAP account(s), and any incoming
emails on these accounts will be automatically downloaded into your OpenERP
system. All POP3/IMAP-compatible servers are supported, included those
that require an encrypted SSL/TLS connection.

This can be used to easily create email-based workflows for many
email-enabled OpenERP documents, such as:

 * CRM Leads/Opportunities
 * CRM Claims
 * Project Issues
 * Project Tasks
 * Human Resource Recruitments (Applicants)
 * etc.

Just install the relevant application, and you can assign any of
these document types (Leads, Project Issues, etc.) to your incoming
email accounts. New emails will automatically spawn new documents
of the chosen type, so it's a snap to create a mailbox-to-OpenERP
integration. Even better: these documents directly act as mini
conversations synchronized by email. You can reply from within
OpenERP, and the answers will automatically be collected when
they come back, and attached to the same *conversation* document.

For more specific needs, you may also assign custom-defined actions
(technically: Server Actions) to be triggered for each incoming
mail.
    ","
Recuperar e-mails recebidos em POP / IMAP servidores
========================================== ===
Digite os parâmetros de sua conta POP / IMAP (s), e todos os que chegam
e-mails destas contas será automaticamente baixado em seu OpenERP
sistema. Todos os servidores POP3/IMAP-compatible são suportados, incluídos aqueles
que requerem uma conexão SSL / TLS criptografados.
Isso pode ser usado para criar facilmente os fluxos de trabalho baseados em e-mail para vários
documentos OpenERP email habilitados, tais como:



 * CRM Leads / Oportunidades
 * Reclamações CRM
 * Questões de projeto
 * Tarefas do Projeto
 * Recursos Humanos Recrutamentos (Candidato)
 * Etc
Basta instalar o aplicativo em questão, e você pode atribuir qualquer um
desses tipos (Leads, problemas do projeto, etc) de documentos para seus recebidas
contas de email. Novos e-mails irá gerar automaticamente novos documentos
do tipo escolhido, por isso é uma pressão para criar uma caixa de correio-to-OpenERP
integração. Ainda melhor: estes documentos atuar diretamente como mini
conversas sincronizadas por e-mail. Você não pode responder a partir de dentro
OpenERP, e as respostas serão automaticamente coletadas quando
eles voltam, e anexado à mesma * conversa * documento.
Para necessidades mais específicas, você também pode atribuir ações custom-definidos
(tecnicamente: Ações de servidor) para ser acionado para cada entrada
de correio.
    "
base,model,"ir.module.module,description",base.module_report_webkit_sample,"
Samples for Webkit Report Engine (report_webkit module).
========================================================

A sample invoice report is included in this module, as well as a wizard to
add Webkit Report entries on any Document in the system.

You have to create the print buttons by calling the wizard. For more details see:
    http://files.me.com/nbessi/06n92k.mov
                    ","
As amostras para Webkit Report Engine (módulo report_webkit).
======================================== ================
Um relatório fatura amostra está incluído neste módulo, bem como um assistente para
adicionar Webkit entradas Relatório sobre qualquer documento no sistema.
Você tem que criar os botões de impressão chamando o assistente. Para mais detalhes ver:


    http://files.me.com/nbessi/06n92k.mov
                    "
base,model,"ir.module.module,description",base.module_l10n_es,"
Spanish Charts of Accounts (PGCE 2008).
=======================================

* Defines the following chart of account templates:
    * Spanish General Chart of Accounts 2008.
    * Spanish General Chart of Accounts 2008 for small and medium companies.
* Defines templates for sale and purchase VAT.
* Defines tax code templates.

Note: You should install the l10n_ES_account_balance_report module
for yearly account reporting (balance, profit & losses).
","
Gráficos espanhóis de Contas (PGCE 2008).
=======================================
* Define a seguinte tabela de modelos de conta:

    * Espanhol Plano Geral de Contabilidade de 2008.
    . * Espanhol Plano Geral de Contabilidade de 2008 para pequenas e médias empresas
* Define modelos para venda e compra IVA.
* Define modelos de código de imposto.
Nota: Você deve instalar o módulo l10n_ES_account_balance_report
para os relatórios das contas anuais (balanço, o lucro e perdas).
"
base,model,"ir.module.module,description",base.module_l10n_ch,"
Swiss localisation :
 - DTA generation for a lot of payment types
 - BVR management (number generation, report, etc..)
 - Import account move from the bank file (like v11 etc..)
 - Simplify the way you handle the bank statement for reconciliation

You can also add ZIP and bank completion with:
 - l10n_ch_zip
 - l10n_ch_bank

 Author: Camptocamp SA
 Donors: Hasa Sàrl, Open Net Sàrl and Prisme Solutions Informatique SA

------------------------------------------------------------------------

Module incluant la localisation Suisse de TinyERP revu et corrigé par Camptocamp. Cette nouvelle version
comprend la gestion et l'émissionde BVR, le paiement électronique via DTA (pour les banques, le système postal est en développement)
et l'import du relevé de compte depuis la banque de manière automatisée.
De plus, nous avons intégré la définition de toutes les banques Suisses(adresse, swift et clearing).

Par ailleurs, conjointement à ce module, nous proposons la complétion NPA:

Vous pouvez ajouter la completion des banques et des NPA avec with:
 - l10n_ch_zip
 - l10n_ch_bank

 Auteur: Camptocamp SA
 Donateurs: Hasa Sàrl, Open Net Sàrl and Prisme Solutions Informatique SA

--------------------------------------------------------------------------
TODO :
- Implement bvr import partial reconciliation
- Replace wizard by osv_memory when possible
- Add mising HELP
- Finish code comment
- Improve demo data


","
Localização suíço:
 - Geração de DTA para um monte de tipos de pagamento
 - BVR gestão (geração de números, relatório, etc.)
 - Move conta Import a partir do arquivo do banco (como v11, etc.)
 - Simplificar a maneira como você lida com o extrato bancário de reconciliação
Você também pode adicionar ZIP e conclusão banco com:

 - L10n_ch_zip
 - L10n_ch_bank

 Autor: Camptocamp SA
 Doadores: Hasa Sàrl, Open Sàrl Net e Prisme Soluções Informática SA
------------------------------------- -----------------------------------
Módulo incluant la Suisse localização de TinyERP revu et Corrige par Camptocamp. Cette nouvelle versão
comprend la gestion et l'émissionde BVR, le paiement électronique via DTA (pour les banques, le système postal est en développement)
et l'importação du relevé de compte depuis la banque de manière automatisée.
De plus, nous avons intégré la définition de toutes les banques Suisses (adresse, rápido et compensação).
Par ailleurs, conjointement um módulo ce, nous proposons la conclusão NPA:
Vous pouvez ajouter la conclusão des banques et des NPA avec com:




 - L10n_ch_zip
 - L10n_ch_bank

 Auteur: Camptocamp SA
 Donateurs: Hasa Sàrl, Open Sàrl Net e Prisme Soluções Informática SA
------------------------------------- -------------------------------------
TODO:
- Implementar BVR importação reconciliação parcial
- Substitua o assistente de osv_memory quando possível
- ajudar a adicionar mising
- Concluir comentário de código
- Melhorar dados de demonstração


"
base,model,"ir.module.module,description",base.module_project_timesheet,"
Synchronization of project task work entries with timesheet entries.
====================================================================

This module lets you transfer the entries under tasks defined for Project Management to
the Timesheet line entries for particular date and particular user  with the effect of creating, editing and deleting either ways.

    ","
Sincronização de entradas de trabalho de tarefas do projeto com entradas de quadro de horários.
======================================== ============================
Este módulo permite que você transferir as entradas em tarefas definidas para Gerenciamento de Projetos para
as entradas de linha do quadro de horários especial data e determinado usuário com o efeito de criar, editar e excluir ou maneiras.

    "
base,model,"ir.module.module,description",base.module_base_synchro,"
Synchronization with all objects.
=================================

Configure servers and trigger synchronization with its database objects.
","
Sincronização com todos os objetos.
=================================

Configurar servidores e acionar a sincronização com seus objetos de banco de dados.
"
base,model,"ir.module.module,description",base.module_mrp_repair,"
The aim is to have a complete module to manage all products repairs. The following topics should be covered by this module:
===========================================================================================================================

    * Add/remove products in the reparation
    * Impact for stocks
    * Invoicing (products and/or services)
    * Warranty concept
    * Repair quotation report
    * Notes for the technician and for the final customer
","
O objetivo é ter um módulo completo para gerenciar todos os produtos reparos. Os seguintes tópicos devem ser abrangidos por este

    * Adicionar / remover produtos na reparação
    * Impacto de ações
    * Faturamento (produtos e / ou serviços)
    * Conceito de Garantia
    * Relatório cotação Repair
    * Notas para o técnico e para o cliente final
"
base,model,"ir.module.module,description",base.module_base_module_quality,"
The aim of this module is to check the quality of other modules.
================================================================

It defines a wizard on the list of modules in OpenERP, which allows you to
evaluate them on different criteria such as: the respect of OpenERP coding
standards, the speed efficiency...

This module also provides generic framework to define your own quality test.
For further info, coders may take a look into base_module_quality\README.txt

WARNING: This module cannot work as a ZIP file, you must unzip it before
using it, otherwise it may crash.
    ","
O objetivo deste módulo é o de verificar a qualidade dos outros módulos.
==================================== ============================
Ele define um assistente na lista de módulos OpenERP, que permite
avaliá-las em diferentes critérios, tais como: o respeito OpenERP codificação de
normas, a eficiência de velocidade ...
Este módulo oferece também estrutura genérica para definir o seu próprio teste de qualidade.
Para mais informações, codificadores pode dar uma olhada em base_module_quality \ README.txt
AVISO: Este módulo não pode funcionar como um arquivo ZIP, você deve descompactá-lo antes de
usá-lo, caso contrário ele pode falhar.
    "
base,model,"ir.module.module,description",base.module_purchase_analytic_plans,"
The base module to manage analytic distribution and purchase orders.
====================================================================

Allows the user to maintain several analysis plans. These let you split
a line on a supplier purchase order into several accounts and analytic plans.
    ","
O módulo base para gerenciar a distribuição analítica e ordens de compra.
================================================== ==================

Permite que o usuário manter planos de análise diversas. Estes permitem-lhe dividir
uma linha em um pedido de compra de fornecedores em várias contas e planos analíticos.
    "
base,model,"ir.module.module,description",base.module_sale_analytic_plans,"
The base module to manage analytic distribution and sales orders.
=================================================================

Using this module you will be able to link analytic accounts to sales orders.
    ","
O módulo base para gerenciar a distribuição analítica e pedidos de vendas.
=================================================================

Usando este módulo você será capaz de associar as contas analíticas nos pedidos de venda.
    "
base,model,"ir.module.module,description",base.module_wiki,"
The base module to manage documents(wiki).
==========================================

Keep track of Wiki groups, pages, and history.
    ","
O módulo base para gerenciar documentos (wiki).
==========================================

Manter controle dos grupos Wiki, páginas e histórico.
    "
base,model,"ir.module.module,description",base.module_sale,"
The base module to manage quotations and sales orders.
======================================================

Workflow with validation steps:
-------------------------------
    * Quotation -> Sales order -> Invoice

Invoicing methods:
------------------
    * Invoice on order (before or after shipping)
    * Invoice on delivery
    * Invoice on timesheets
    * Advance invoice

Partners preferences:
---------------------
    * shipping
    * invoicing
    * incoterm

Products stocks and prices
--------------------------

Delivery methods:
-----------------
    * all at once
    * multi-parcel
    * delivery costs

Dashboard for Sales Manager that includes:
------------------------------------------
    * Quotations
    * Sales by Month
    * Graph of Sales by Salesman in last 90 days
    * Graph of Sales per Customer in last 90 days
    * Graph of Sales by Product's Category in last 90 days
    ","
Módulo base para gerenciar cotações e pedidos de vendas.
=======================================================

Fluxo das etapas de validação:
------------------------------
    * Cotação -> Pedido de vendas -> Fatura

Métodos de faturamento:
-----------------------
    * Fatura no pedido (antes ou após a remessa)
    * Fatura na entrega
    * Fatura em planilhas
    * Fatura antecipada

Preferências dos parceiros:
---------------------------
    * remessa
    * faturamento
    * incoterm - termo de venda internacional

Estoque de produtos e preços
----------------------------

Métodos de entrega:
-------------------
    * todos de uma vez
    * várias parcelas
    * custos de entrega

Painel para Gerente de Vendas, que inclui:
------------------------------------------
    * Cotações
    * Vendas por Mês
    * Gráfico de Vendas por Vendedor nos últimos 90 dias
    * Gráfico de Vendas por Cliente nos últimos 90 dias
    * Gráfico de Vendas por Categoria de Produto nos últimos 90 dias
    "
base,model,"ir.module.module,description",base.module_plugin,"
The common interface for pugin.
=====================================================

","
A interface comum para pugin.
 =====================================================

"
base,model,"ir.module.module,description",base.module_crm,"
The generic OpenERP Customer Relationship Management.
=====================================================

This system enables a group of people to intelligently and efficiently manage
leads, opportunities, meeting, phonecall etc.
It manages key tasks such as communication, identification, prioritization,
assignment, resolution and notification.

OpenERP ensures that all cases are successfully tracked by users, customers and
suppliers. It can automatically send reminders, escalate the request, trigger
specific methods and lots of other actions based on your own enterprise rules.

The greatest thing about this system is that users don't need to do anything
special. They can just send email to the request tracker. OpenERP will take
care of thanking them for their message, automatically routing it to the
appropriate staff, and make sure all future correspondence gets to the right
place.

The CRM module has a email gateway for the synchronisation interface
between mails and OpenERP.

Creates a dashboard for CRM that includes:
    * Opportunities by Categories (graph)
    * Opportunities by Stage (graph)
    * Planned Revenue by Stage and User (graph)
","
O genérico OpenERP Customer Relationship Management.
=========================================== ==========
Este sistema permite que um grupo de pessoas para gerenciar de forma inteligente e eficiente
leads, oportunidades, reuniões, phonecall etc
Ele gerencia as tarefas-chave, tais como a comunicação, identificação, priorização,
atribuição, resolução e notificação.
OpenERP garante que todos os casos são acompanhados com sucesso por usuários, clientes e
fornecedores. Pode enviar automaticamente lembretes, escalar o pedido, acionar
métodos e lotes específicos de outras ações com base em suas próprias regras empresariais.
A melhor coisa sobre este sistema é que os usuários não precisam fazer nada
especial. Eles podem apenas enviar e-mail para o tracker pedido. OpenERP terá
cuidado de agradecê-los por sua mensagem, encaminhá-lo automaticamente para o
pessoal adequado, e certificar-se de toda a futura correspondência fica à direita
lugar.
O módulo de CRM tem um gateway de e-mail para a interface de sincronização
entre e-mails e OpenERP.
Cria um dashboard para CRM que inclui:





    * Oportunidades por categorias (gráfico)
    * Oportunidades de Estágio (gráfico)
    * Receita planejada pelo Palco e Usuário (gráfico)
"
base,model,"ir.module.module,description",base.module_google_map,"
The module adds Google Map field in partner address.
====================================================

Using this you can directly open Google Map from the URL widget.","
O módulo adiciona Google Mapa campo de endereço de parceiro.
====================================================

Usando isso, você pode abrir mapa de Google diretamente do widget de URL."
base,model,"ir.module.module,description",base.module_sale_journal,"
The sales journal modules allows you to categorise your sales and deliveries (picking lists) between different journals.
========================================================================================================================

This module is very helpful for bigger companies that
works by departments.

You can use journal for different purposes, some examples:
    * isolate sales of different departments
    * journals for deliveries by truck or by UPS

Journals have a responsible and evolves between different status:
    * draft, open, cancel, done.

Batch operations can be processed on the different journals to
confirm all sales at once, to validate or invoice packing, ...

It also supports batch invoicing methods that can be configured by partners and sales orders, examples:
    * daily invoicing,
    * monthly invoicing, ...

Some statistics by journals are provided.
    ","
Os módulos diários de vendas permitem categorizar suas vendas e entregas (listas de seleção) entre diferentes diários.
======================================================================================================================

Este módulo é muito útil para as grandes empresas que
operam por departamentos.

Pode-se usar diários para diferentes finalidades, alguns exemplos:
    * isolar as vendas de diferentes departamentos
    * listas das entregas próprias ou por transportadoras

Os diários tem um responsável e evolui em diferentes estados:
    * rascunho, aberto, cancelado, executado.

Operações em lote podem ser processadas ​​em diferentes diários para confirmar
todas as vendas de uma só vez, para validar ou juntar as faturas, ...

Também suporta métodos de faturamento em lote que podem ser configurados por parceiros e pedidos de vendas, exemplos:
    * faturamento diário,
    * faturamento mensal, ...

Algumas estatísticas por diários são fornecidas.
    "
base,model,"ir.module.module,description",base.module_document,"
This is a complete document management system.
==============================================

    * User Authentication
    * Document Indexation :- .pptx and .docx files are not supported in Windows platform.
    * Dashboard for Document that includes:
        * New Files (list)
        * Files by Resource Type (graph)
        * Files by Partner (graph)
        * Files Size by Month (graph)

ATTENTION:
    - When you install this module in a running company that have already PDF files stored into the database,
      you will lose them all.
    - After installing this module PDF's are no longer stored into the database,
      but in the servers rootpad like /server/bin/filestore.
","
Este é um sistema completo de gestão de documentos.
==================================================

    * Autentica Usuários
    * Indexa documentos: arquivos .pptx e .docx da plataforma windows não são suportados.
    * Painel de controle para o documento que inclui:
        * Novos arquivos (lista)
        * Arquivos por tipo de recurso(gráfico)
        * Arquivos por Parceiro(gráfico)
        * Tamanho de arquivos por mes (gráfico)

ATENÇÃO:
    - Quando você instala este módulo em uma empresa em execução que já têm arquivos PDF armazenados no banco de dados,
      voce poderá perder todos eles.
    - Depois de instalar este módulo PDFs não serão mais armazenados no banco de dados,
      mas no diretorio /server/bin/filestore do servidor.
"
base,model,"ir.module.module,description",base.module_base_calendar,"
This is a full-featured calendar system.
========================================

It supports:
    - Calendar of events
    - Alerts (create requests)
    - Recurring events
    - Invitations to people

If you need to manage your meetings, you should install the CRM module.
    ","
Este é um sistema de calendário completo.
========================================

Ele suporta:
    - calendário de eventos
    - alertas (criar solicitações)
    - eventos recorrentes
    - convites para pessoas

Se você precisar gerenciar suas reuniões, você deve instalar o módulo CRM.
    "
base,model,"ir.module.module,description",base.module_document_ftp,"
This is a support FTP Interface with document management system.
================================================================

With this module you would not only be able to access documents through OpenERP
but you would also be able to connect with them through the file system using the
FTP client.
","
Esta é uma interface FTP com sistema de gerenciamento de documentos.
================================================================

Com este módulo você pode não apenas acessar documentos através do OpenERP
mas também conectar-se a eles através do sistema de arquivos usando um
cliente FTP.
"
